ngram,count
劇入面嘅,18
架丹尼士,18
時不時會,18
德士古道,18
嘅主席係,18
聽覺資訊,18
第三定律,18
粵語文化,18
因而得名,18
對於呢啲,18
國江蘇省,18
示威人士,18
加減乘除,18
都有兩個,18
最暢銷嘅,18
嗰個角色,18
嘅溫哥華,18
特殊召喚,18
獨播劇場,18
年代末期,18
香港期間,18
香港中國,18
係同一種,18
兩個地區,18
係習近平,18
最多嘅係,18
先至見到,18
前往香港,18
一路以嚟,18
星加坡總,18
喺嗰度住,18
第十四期,18
嘅發音係,18
咗一定嘅,18
奧運金牌,18
香港地方,18
又有人叫,18
依家隸屬,18
世界青年,18
教育體系,18
資源豐富,18
一個時代,18
死後謚號,18
隻主打歌,18
美國線上,18
係尼日利亞,18
入面嘅第一,18
陀斯卡拿大,18
基本上實會,18
威斯康辛州,18
係大清皇帝,18
阿里豬籠草,18
利潤最大化,18
年之後再次,18
國家副主席,18
引起咗唔少,18
嘅基礎上加,18
嘅歷史文化,18
народ,18
第三位皇帝,18
商業電台嘅,18
改成一部分,18
用呢啲知識,18
選舉產生嘅,18
嘅足球聯賽,18
夢想星搭檔,18
臺北市政府,18
將軍澳綫嘅,18
都可以叫做,18
嘅搖滾樂隊,18
電影導演同,18
動物行為學,18
呢度做總站,18
毛記電視嘅,18
周星馳主演,18
嘅巴士總站,18
世界最高嘅,18
香港浸信會,18
大學出版社,18
張專輯入面,18
其中一個人,18
以嚟第一次,18
嘅美國恐怖,18
即係話佢哋,18
獎最佳電影,18
晉級總決賽,18
不確定性嘅,18
總統蔡英文,18
兩鐵合併後,18
新界馬鞍山,18
夏威夷群島,18
其他地區嘅,18
播出嘅節目,18
激進親中派,18
香港同廣東,18
最基本嗰種,18
巴士同小巴,18
一代一代噉,18
嘅基本組成,18
中國傳統嘅,18
佢亦係香港,18
亞省一座城,18
嘅歷史建築,18
奇洛李維斯,18
二月嘅第廿,18
一個故仔嘅,18
效力過千葉,18
入面有兩個,18
金毛尋回犬,18
工業大道南,18
而相比之下,18
好多時都用,18
山旮旯地方,18
美國芝加哥,18
喺大清時期,18
嘅物理性質,18
玩家角色嘅,18
排行榜排第,18
西班牙文嘅,18
推選委員會,18
起源自中國,18
港督彭定康,18
中文書面語,18
凡爾賽條約,18
信奉基督教,18
科學研究嘅,18
國民政府軍,18
第一屆全國,18
嘅機械學習,18
基本上可以,18
係一間香港,18
釋迦牟尼佛,18
總部喺北京,18
白雲機場搬,18
音譯自英文,18
幼發拉底河,18
喺呢個站轉,18
本土派人士,18
號正式開業,18
嘅學習曲線,18
而唔係好似,18
嘅航空母艦,18
嘅一種蝴蝶,18
委員會決定,18
嘅高等教育,18
唔可以超過,18
大學法學院,18
市委副書記,18
先至有得玩,18
八打靈再也,18
香港中樂團,18
開始一直到,18
喺國土西部,18
越南共產黨,18
公司董事長,18
起響廣東省,18
係神經科學,18
高爾夫球場,18
九龍大角咀,18
嘅物理定律,18
同新加坡嘅,18
位觀眾聽審,18
香港仔大道,18
號航空母艦,18
廿世紀開始,18
好多國家嘅,18
絕大部份嘅,18
九龍半島西,18
係香港一道,18
香港話劇團,18
分散式系統,18
有好重要嘅,18
最早出現嘅,18
香港政府為,18
係一個相當,18
作曲同編曲,18
個遊戲世界,18
係大乘佛教,18
中國大陸譯,18
似英文字母,18
認為自己係,18
嘅基本單位,18
解毒嘅功效,18
嘅行政長官,18
一間基督教,18
十大金曲獎,18
依家係香港,18
不可分解數,18
不分區立委,18
社會工作者,18
江南大道中,18
法國巴黎嘅,18
係遊戲設計,18
新創建集團,18
自己嘅角色,18
亞洲同非洲,18
香港作曲家,18
一個常見嘅,18
早稻田大學,18
寶塚歌劇團,18
係中國四川,18
佢哋分別係,18
最佳女演員,18
自己手上嘅,18
香港政府響,18
嘅物理法則,18
不過實際上,18
而樹葉方面,18
加上附近有,18
升班附加賽,18
個樣本入面,18
阿富汗政府,18
戰爭爆發後,18
大英帝國嘅,18
喺中國河南,18
方程式表達,18
中嘅其中一,18
年六四事件,18
兒童圖書館,18
好多重要嘅,18
呢個過程就,18
阿拉伯字母,18
克羅地亞文,18
第一隻單曲,18
港鐵公司喺,18
淨係得一個,18
同南北走向,18
就喺而家嘅,18
畀傳媒叫做,18
一九八一年,18
喺耶路撒冷,18
新媒體平台,18
一體化設計,18
期間一直係,18
油麻地小輪,18
大老山公路,18
歐洲最大嘅,18
加法同乘法,18
嘅個人資料,18
一屆全國人,18
第一部作品,18
同詞曲作家,18
間唱片公司,18
觀景植物同,18
喺九龍半島,18
國一個機場,18
可能會因為,18
有可否證性,18
共和國時期,18
第二個禮拜,18
香港仔隧道,18
響中國大陸,18
係香港嘅電,18
生物學上嘅,18
德國數學家,18
建制派人士,18
可支配收入,18
基本上都係,18
可以好唔同,18
成為咗香港,18
專線小巴線,18
係英國嘅一,18
啲程式語言,18
通常都會用,18
來自拉丁文,18
可以好容易,18
號重新開放,18
教育局局長,18
好多科學家,18
重要嘅地位,18
結束咗之後,18
其它時間都,18
嘅主要來源,18
亦都有好多,18
喺香港上映,18
使用者可以,18
朝鮮半島嘅,18
最佳男演員,18
通常係因為,18
方案入面話,18
中華民國大,18
係機械學習,18
主要功能係,18
製作嘅節目,18
年先至起好,18
非執行董事,18
唔一樣嘅係,18
遭到淘汰嘅,18
體育中心站,18
心理學實驗,18
由中共中央,18
九龍大角嘴,18
基督教教會,18
係一個法國,18
華特迪士尼,18
八達通轉乘,18
用呢啲資訊,18
伊斯蘭教法,18
嘅社會問題,18
維吾爾人嘅,18
係美國搖滾,18
同東南亞嘅,18
最佳男歌手,18
呢間嘢入面,18
監製潘嘉德,18
寺右新馬路,18
大戰結束後,18
同節目主持,18
一九四九年,18
成為咗一個,18
做主要材料,18
喺呢張專輯,18
油蔴地小輪,18
工程師學會,18
組聯合政府,18
嘅國家公園,18
之後冇幾耐,18
委第一書記,18
嘅電腦系統,18
源自古希臘,18
會副委員長,18
邊冇幾遠嘅,18
係中國四大,18
非常重要嘅,18
香港同臺灣,18
係香港社會,18
個舞蹈員要,18
王皇籍脫離,18
科學實驗室,18
之中嘅第廿,18
放射性定年,18
畢業後做過,18
一段時間內,18
伊比利半島,18
年東京奧運,18
喺大嶼山東,18
四台冠軍歌,18
習得性失助,18
參選區議會,18
喺心理學同,18
國汽車公司,18
正式喐手起,18
足球錦標賽,18
互動新聞台,18
廣東珠三角,18
駐港總領事,18
俾人覺得係,18
個德國足球,18
名踢館失敗,18
男演唱人獎,18
要聽覺皮層,18
長江中下游,18
亞足球代表隊,18
祖籍廣東順德,18
哥倫比亞特區,18
香港大學文學,18
成立咗廣州市,18
香港管弦樂團,18
島其中一個島,18
香港教育大學,18
第一張錄音室,18
世界貿易組織,18
嘅中國共產黨,18
由於武漢肺炎,18
中國改革開放,18
效力川崎前鋒,18
唔同嘅地方係,18
深度信念網絡,18
上海音樂學院,18
委員會委員同,18
嘅研究表明咗,18
水生草本植物,18
西班牙馬德里,18
係深圳地鐵一,18
及京都不死鳥,18
香港終審法院,18
香港舞台劇獎,18
不飽和脂肪酸,18
科學同工程學,18
中學畢業之後,18
工商管理學士,18
設施有網球場,18
二次大戰之後,18
單議席單票制,18
巴黎聖日耳門,18
喺臺灣臺北市,18
係中國第一間,18
音樂頒獎典禮,18
數碼聲音廣播,18
馬來西亞公民,18
奧林匹克公園,18
簽約無綫電視,18
佢係中國大陸,18
內閣官房長官,18
屆歐洲國家盃,18
廣州市公安局,18
乒乓波運動員,18
哈爾濱鐵路局,18
配水庫遊樂場,18
香港新界粉嶺,18
離島區大嶼山,18
職業技術學校,18
首位踢館歌手,18
最佳男配角獎,18
好多唔同種類,18
係工程學一門,18
成為無綫電視,18
參加江蘇衛視,18
國際民航組織,18
родная,18
為中央政治局,18
香港核心價值,18
陸軍士官學校,18
任首相馬哈迪,18
個加盟共和國,18
人民政府公佈,18
香港同埋澳門,18
國立中央大學,18
第一輪踢館賽,18
菌屬嘅一個種,18
係臺灣男歌手,18
同屋企人移民,18
成日嚟呢個站,18
美國哈佛大學,18
曾經做過香港,18
站廳嘅免費區,18
區議會係香港,18
史上最後生嘅,18
喺黃埔區蘿崗,18
佢喺中國大陸,18
好多中國大陸,18
例如係一個人,18
九年義務教育,18
無綫電視歌唱,18
屆全國委員會,18
年嘅美國喜劇,18
領域嘅研究者,18
免費電視頻道,18
有限公司同埋,18
無綫電視時裝,18
古典芭蕾舞劇,18
加泰羅尼亞文,18
古物諮詢委員會,18
係中國大陸音樂,18
嘅遞迴神經網絡,18
多年生草本植物,18
讀香港中文大學,18
好似係以下呢段,18
獎最佳原創電影,18
最受歡迎女歌星,18
呢條高速公路喺,18
任馬來西亞首相,18
美國總統當勞侵,18
香港貿易發展局,18
政治立場同爭議,18
馬哈拉施特拉邦,18
屆香港行政長官,18
成日俾人攞嚟做,18
係香港有線電視,18
嘅資訊處理過程,18
係南國猶大國王,18
係加拿大溫哥華,18
嘅載旗航空公司,18
亞洲電視本港台,18
娛樂新聞台主播,18
巴塞隆拿足球會,18
廣州市越秀區嘅,18
出名作品包括電,18
係香港一個已經,18
其中一個最大嘅,18
有以下呢啲功效,18
植株可以做庭院,18
縣嘅其中一個郡,18
電視台綜合頻道,18
中華民國臺灣省,18
第十三屆全國人,18
聖保羅男女中學,18
做過無綫電視同,18
大致上可以分做,18
香港足球場之一,18
由做導演同編劇,18
係一個英國嘅男,18
係香港女歌手同,18
艾哈邁迪內賈德,18
曾經係無綫電視,18
係香港九龍旺角,18
年爲日本隊出場,18
係香港九龍大角,18
係俄羅斯西南部,18
擴展卡曼濾波器,18
喺黃埔區九龍鎮,18
係日本女配音員,18
中國共產黨黨員,18
可以想像成以下,18
廣東廣播電視台,18
依家係無綫電視,18
市中級人民法院,18
屬嘅其中一個品種,18
架配都普金屬部分,18
係香港九龍九龍城,18
市級文物保護單位,18
由華人廟宇委員會,18
кудрявый,18
香港立法會前議員,18
呢屆世界盃最後由,18
係法國盧華爾河區,18
廿二世紀殺人網絡,18
第二次世界大戰前,18
香港九龍油尖旺區,18
對中華人民共和國,18
包括咗自動販賣機,18
天水圍公共圖書館,18
中華民國立法委員,18
屆中央政治局委員,18
最佳音樂錄影帶獎,18
人攞到過半數選票,18
嘅一間四星級酒店,18
除咗係拉丁字母之外,18
度辦嘅世界盃足球賽,18
喺最簡單嗰種情況下,18
係香港新界元朗區一,18
係日本大阪府一個市,18
中央軍事委員會主席,18
新北市嘅一個市轄區,18
中國人民解放軍海軍,18
係香港北角一條馬路,18
第二次世界大戰嗰陣,18
係香港上環一條馬路,18
攞到香港電影金像獎,18
觀眾在民間電視大獎,18
係種日本傳説中嘅妖怪,18
出席會議嘅有中央委員,18
係中國廣東廣州嘅一個,18
喺選秀會揀中之後加入,18
喺第二次世界大戰期間,18
喺中華民國政府架構中,18
香港商業電台節目主持,18
係中國廣東廣州冇咗嘅,18
係天王星嘅其中一粒衞星,18
係臺灣鐵路管理局嘅鐵路,18
歐洲航空防務與太空公司,18
州係俄羅斯西部嘅一個州,18
喺香港逃犯條例爭議期間,18
香港時間逢星期一至星期五,18
號一次反逃犯條例修訂集會,18
年嘅廣州地鐵規劃入面出現,18
國際換日線以西嘅太平洋水域,18
年日本乙組職業足球聯賽係第,18
屆日本乙組職業足球聯賽賽事,18
設施有硬地球場同七人足球場,18
扶手電梯同樓梯往返月台都得,18
係中國廣西壯族自治區崇左市,18
而家踢緊意大利甲組足球聯賽,18
族係臺灣原住民嘅其中一個族群,18
係中國廣東佛山嘅東西走向道路,18
年攞到奧斯卡金像獎最佳女主角,18
係香港電視娛樂製作嘅文化節目,18
由嗰時領先嘅半導體公司英特爾,18
係輻鰭魚綱鮟鱇目嘅其中一個科,18
有好多部扶手電梯同樓梯往返月台,18
而收費區有好多部扶手電梯同樓梯,18
昑,17
堇,17
邶,17
鋇,17
ぐ,17
瑠,17
忱,17
揆,17
학,17
傚,17
麾,17
蠡,17
蚯,17
氘,17
鯰,17
琬,17
茛,17
玖,17
인,17
び,17
錀,17
倌,17
霽,17
哄,17
騏,17
鉕,17
嵋,17
پ,17
艶,17
摟,17
忿,17
淥,17
榖,17
陜,17
竪,17
癆,17
↗,17
鎵,17
枇,17
凪,17
慇,17
˥,17
柒,17
装,17
Ε,17
娠,17
罉,17
崴,17
耷,17
㔷,17
儕,17
ุ,17
鯡,17
駟,17
雇,17
蠖,17
祘,17
ね,17
梢,17
猥,17
泂,17
躝,17
爨,17
ệ,17
ᠠ,17
膺,17
奘,17
翦,17
蝎,17
淒,17
ғ,17
閬,17
辻,17
パ,17
筧,17
園門,17
大優,17
命都,17
等古,17
拉鏈,17
禁酒,17
章喺,17
蕭崗,17
王傳,17
地接,17
真同,17
易打,17
爆佢,17
劃署,17
量中,17
春卷,17
然事,17
變紅,17
開鎖,17
為為,17
多屆,17
達時,17
係兵,17
有編,17
井泉,17
有磁,17
為傷,17
且自,17
嚟搭,17
麗王,17
富麗,17
年越,17
女對,17
本實,17
麻豆,17
徒就,17
都解,17
蒙文,17
喺嚟,17
二卷,17
屬政,17
反胃,17
朱光,17
林慧,17
綫出,17
代印,17
份內,17
召見,17
家如,17
暴漲,17
將錢,17
粗大,17
將油,17
仲保,17
後元,17
業改,17
歲打,17
模係,17
異變,17
平移,17
將向,17
三教,17
色分,17
岡村,17
道來,17
後二,17
手為,17
名外,17
低都,17
詞大,17
行推,17
縣金,17
獨尊,17
二線,17
間每,17
何利,17
似白,17
會紀,17
趙雲,17
銅仁,17
文街,17
源亦,17
碼用,17
外推,17
體原,17
嘅催,17
深啲,17
蘆葦,17
被踢,17
件由,17
響紅,17
稀釋,17
惠帝,17
常加,17
從細,17
合寫,17
時皇,17
夜夜,17
卡或,17
線外,17
嚟造,17
喺退,17
從珠,17
徐德,17
邀約,17
定線,17
冤案,17
次結,17
理地,17
蜂蠟,17
務要,17
趕咗,17
啲油,17
木柱,17
步進,17
後淨,17
人瑞,17
啲最,17
緊邊,17
別對,17
快好,17
本統,17
以越,17
喺錦,17
嘅氮,17
係仁,17
部調,17
雲層,17
廳所,17
聖潔,17
易得,17
塔就,17
邨道,17
德雷,17
性部,17
長長,17
好經,17
同倉,17
個惡,17
入該,17
想好,17
鼓舞,17
本元,17
雕嘅,17
德省,17
員死,17
特西,17
泰西,17
出配,17
連體,17
安和,17
夫王,17
怡樂,17
時商,17
做茶,17
道直,17
同麻,17
重讀,17
要每,17
冇地,17
名政,17
寄託,17
想之,17
吉川,17
平中,17
令物,17
大演,17
祖母,17
成複,17
係獵,17
三冠,17
蟹係,17
嘉喺,17
克山,17
同儀,17
圍西,17
龍興,17
拉上,17
戲度,17
方新,17
收據,17
為情,17
動呢,17
出本,17
過再,17
到吉,17
祕密,17
州華,17
爵家,17
園行,17
賣佢,17
海泉,17
所列,17
卡之,17
用德,17
佢兼,17
咗史,17
治就,17
燈閃,17
某日,17
以繁,17
泥同,17
叫半,17
係蛇,17
會玩,17
強就,17
門風,17
症係,17
情迷,17
Пр,17
力爭,17
性強,17
係逐,17
生經,17
斯經,17
科成,17
出響,17
功而,17
日第,17
場爆,17
到幫,17
愛到,17
由恆,17
位設,17
因要,17
麥堅,17
分低,17
省名,17
獻者,17
四家,17
年銷,17
裝過,17
關就,17
邊以,17
級黨,17
修水,17
焦糖,17
聲就,17
明反,17
地藏,17
喺產,17
長和,17
加突,17
與天,17
但講,17
史蒂,17
嘅赫,17
天可,17
之字,17
片時,17
時列,17
術獎,17
京津,17
民等,17
亦應,17
面紅,17
多病,17
再賣,17
硬殼,17
壯觀,17
預賽,17
畫布,17
學影,17
忌諱,17
袋裝,17
都更,17
佢國,17
讀作,17
仲大,17
教叫,17
年糕,17
日無,17
谷一,17
死不,17
頭噉,17
楊偉,17
見當,17
以羅,17
來進,17
牌一,17
愛路,17
係拎,17
系就,17
有卡,17
上唱,17
洲學,17
長馬,17
選購,17
儲君,17
興新,17
發廣,17
脈絡,17
動日,17
胎兒,17
寬恕,17
潼關,17
以聯,17
做張,17
照一,17
極短,17
圍網,17
寫嗰,17
背靠,17
臣下,17
相干,17
張有,17
做流,17
陳壽,17
賓州,17
諗著,17
紅皮,17
動又,17
蠔殼,17
或十,17
入蘇,17
股電,17
時李,17
試劑,17
署一,17
特之,17
三更,17
處總,17
小魚,17
葬嘅,17
嘅晶,17
唐中,17
中連,17
數畀,17
有藥,17
做丹,17
海帶,17
摱到,17
紫菜,17
大玩,17
恐怕,17
天分,17
續教,17
合爲,17
指城,17
應為,17
再版,17
林樹,17
時太,17
免佢,17
諒解,17
麵團,17
序就,17
城三,17
得長,17
憶之,17
爲經,17
大統,17
答佢,17
冇解,17
咬傷,17
搞廣,17
就玩,17
直積,17
時營,17
王唔,17
下品,17
肺病,17
碑上,17
利生,17
家曾,17
前仍,17
趕住,17
卡式,17
會個,17
志雄,17
鮮蝦,17
做縣,17
吉係,17
者坐,17
阿壩,17
火地,17
出小,17
嘅狹,17
做八,17
要手,17
賀咭,17
吹風,17
傳之,17
類細,17
谷站,17
迎春,17
利三,17
架單,17
垣之,17
里香,17
五臟,17
戶有,17
有程,17
華日,17
成道,17
號數,17
用墨,17
以復,17
方廣,17
聲浪,17
得民,17
咁反,17
頭搞,17
有思,17
氏第,17
及將,17
滲漏,17
幾畝,17
泉路,17
獲中,17
定結,17
時後,17
獲當,17
多集,17
按住,17
間停,17
純白,17
來要,17
蛙同,17
令長,17
離上,17
種卡,17
帕西,17
腦將,17
ντ,17
萬架,17
網紅,17
調有,17
喺佔,17
用和,17
龍最,17
要封,17
或方,17
接生,17
喺幕,17
溪區,17
於身,17
變快,17
頂高,17
梁博,17
祆教,17
運場,17
申領,17
時搬,17
務實,17
牙大,17
牛一,17
搵老,17
即佢,17
據此,17
量更,17
約八,17
停飛,17
對家,17
輕傷,17
香茶,17
去進,17
勝景,17
於推,17
數日,17
爲文,17
叫林,17
就投,17
魚露,17
構改,17
個犯,17
咗回,17
來只,17
行現,17
情演,17
度放,17
並立,17
以統,17
形到,17
水溝,17
將依,17
着陸,17
你想,17
同芝,17
屆臺,17
萬德,17
幾橛,17
做發,17
軸做,17
哈梅,17
團亦,17
新集,17
說都,17
住華,17
俾南,17
方部,17
站總,17
九公,17
我身,17
公一,17
樓正,17
淺灣,17
比平,17
到表,17
場擴,17
結同,17
住反,17
山流,17
會散,17
嘅寧,17
由邵,17
飄色,17
中招,17
然開,17
迪爾,17
源溪,17
如做,17
金泰,17
普洛,17
地風,17
潮人,17
行作,17
定就,17
病菌,17
者普,17
個摩,17
中約,17
裝店,17
被俘,17
敬老,17
執位,17
僆仔,17
套唔,17
冇睇,17
指心,17
卷四,17
啲牌,17
係靚,17
吶喊,17
帝對,17
東樂,17
回魂,17
一現,17
批學,17
七段,17
會扣,17
放有,17
大兼,17
嘉里,17
河江,17
種本,17
經安,17
街街,17
冰點,17
序上,17
度線,17
生及,17
麥肯,17
狗種,17
將動,17
和三,17
每半,17
令要,17
上黃,17
洋航,17
逝去,17
玩過,17
鐵總,17
口相,17
本數,17
油之,17
為波,17
成田,17
只做,17
序會,17
因開,17
對頭,17
入陽,17
旅途,17
的不,17
秦時,17
量－,17
負載,17
金玉,17
書大,17
所學,17
得力,17
面傳,17
有鹹,17
酉陽,17
綫共,17
及當,17
視金,17
係龐,17
到粉,17
著草,17
或文,17
迪維,17
送飯,17
相親,17
風風,17
習仲,17
響生,17
壓喺,17
個達,17
鞋係,17
寫詞,17
果比,17
係洋,17
入湖,17
組新,17
有朋,17
雅婷,17
華鎮,17
俾同,17
製版,17
壽春,17
成縣,17
副詞,17
訓令,17
城呢,17
內搞,17
仔食,17
係登,17
協力,17
話吳,17
村新,17
位記,17
所求,17
中輟,17
為萬,17
嘢睇,17
觸及,17
瓣嘅,17
低頻,17
由堅,17
產能,17
用燒,17
撥地,17
在用,17
櫻庭,17
去某,17
凍水,17
跑衛,17
間屬,17
高對,17
喺暖,17
諧星,17
係顧,17
性令,17
佢靠,17
見諸,17
持英,17
至台,17
活得,17
喺件,17
嘅艦,17
致哀,17
省重,17
甸街,17
佢組,17
首詞,17
就扮,17
咗執,17
人品,17
做更,17
係韻,17
駐中,17
逃獄,17
形就,17
藝室,17
呀咁,17
部名,17
六〇,17
吳志,17
攤凍,17
派傳,17
劉凱,17
民作,17
而報,17
山農,17
門重,17
以精,17
人親,17
譯馬,17
黃旗,17
簷篷,17
喺向,17
恭喜,17
貌同,17
位差,17
仲畀,17
抵得,17
會巴,17
宿嘅,17
多節,17
神劍,17
ンド,17
人立,17
划艇,17
有灰,17
涼風,17
解圍,17
時返,17
救中,17
做關,17
同殺,17
人郁,17
夢遊,17
宗罪,17
用愛,17
人困,17
性原,17
斯發,17
車度,17
廣信,17
啱佢,17
內情,17
測天,17
做麻,17
城到,17
品商,17
美道,17
快報,17
幣值,17
帝後,17
動三,17
意收,17
變都,17
陰囊,17
石變,17
用餘,17
永健,17
同崔,17
佐斯,17
理程,17
中相,17
雪係,17
電通,17
便秘,17
單憑,17
但分,17
位波,17
美等,17
過感,17
已過,17
粵詩,17
西韋,17
買車,17
南低,17
間各,17
大加,17
都等,17
而火,17
虛字,17
月簽,17
分米,17
賽度,17
家讀,17
長的,17
終無,17
公姬,17
黯然,17
國帶,17
歐大,17
友叫,17
榮係,17
出漢,17
醜樣,17
續起,17
重學,17
町嘅,17
賣方,17
棋係,17
案後,17
造有,17
地合,17
費由,17
手呢,17
嘢個,17
企住,17
嚟拍,17
又收,17
援軍,17
貓咪,17
魯肅,17
武係,17
面郁,17
式引,17
行情,17
計年,17
等景,17
灣後,17
好小,17
先俾,17
券嘅,17
櫃桶,17
選無,17
掩蓋,17
大展,17
南巡,17
代對,17
盛會,17
坐正,17
加二,17
拉奇,17
時序,17
放去,17
　張,17
阿傑,17
ип,17
家意,17
客想,17
去留,17
運方,17
彈奏,17
種帶,17
執筆,17
期延,17
鹿嘅,17
牙波,17
法甲,17
妹夫,17
中民,17
課文,17
佢們,17
停完,17
上八,17
者群,17
所都,17
聚眾,17
民部,17
要儲,17
要揾,17
校第,17
呼叫,17
月樓,17
頭戴,17
國裔,17
菜餚,17
個附,17
艦上,17
不愛,17
月提,17
啲搞,17
五三,17
且最,17
夾成,17
啟航,17
咗帶,17
連橫,17
由宮,17
式列,17
於入,17
動畀,17
快同,17
度飛,17
道車,17
嘅磨,17
度吓,17
仲識,17
大喜,17
升官,17
種嚟,17
場多,17
門陣,17
殘舊,17
前外,17
高樹,17
壹號,17
蛤乸,17
山羅,17
消暑,17
過支,17
個容,17
絡小,17
大士,17
彈跳,17
道治,17
立十,17
啲太,17
為吳,17
住安,17
害中,17
清湯,17
噉排,17
廷大,17
搞公,17
於農,17
權屬,17
外收,17
鍛煉,17
會撤,17
福氏,17
海文,17
車窗,17
係魏,17
搖桿,17
勢一,17
民死,17
路側,17
批廣,17
難有,17
係馮,17
右岸,17
因成,17
諾森,17
獎畀,17
沉降,17
咗票,17
式舞,17
原器,17
及起,17
或正,17
巴大,17
面原,17
南滿,17
利發,17
贏取,17
響交,17
花心,17
στ,17
德古,17
泰因,17
化神,17
書度,17
出聯,17
現文,17
期對,17
孫大,17
員每,17
聲聲,17
間代,17
王母,17
理英,17
室或,17
首一,17
點呢,17
令民,17
車咁,17
高教,17
劇毒,17
九肚,17
裔學,17
鄧穎,17
宮改,17
刈谷,17
站除,17
持和,17
者從,17
障嘅,17
高漲,17
風亭,17
個氣,17
法統,17
勝有,17
家誠,17
閣係,17
至停,17
囤積,17
中沙,17
被毀,17
力差,17
部省,17
進退,17
誡律,17
豫章,17
係隊,17
條短,17
從阿,17
如某,17
想幫,17
家稱,17
非公,17
戴喺,17
越文,17
吉他,17
回回,17
或紫,17
海安,17
職銜,17
跳海,17
啲唐,17
同旗,17
決權,17
有總,17
於合,17
喺種,17
返政,17
權響,17
場轉,17
拉亞,17
基夫,17
國九,17
曾為,17
說出,17
為雲,17
到摩,17
成性,17
仔所,17
旋即,17
從白,17
泰係,17
彈珠,17
係豐,17
詞形,17
學論,17
個幫,17
用強,17
生被,17
同畢,17
過埋,17
時客,17
寧頓,17
仙境,17
黃定,17
再憑,17
江戸,17
輪胎,17
法接,17
上美,17
並已,17
定海,17
意講,17
見工,17
特意,17
七海,17
鈍角,17
的少,17
浦項,17
反人,17
處不,17
有舉,17
洲巴,17
視呢,17
風為,17
同宮,17
不解,17
雨中,17
响呢,17
名影,17
主話,17
勃起,17
召回,17
渡去,17
行設,17
屬領,17
下接,17
造中,17
資開,17
塊鏡,17
走同,17
展人,17
種差,17
佢翻,17
壓咗,17
射係,17
肉有,17
盈嘅,17
沙堆,17
過攞,17
雞髀,17
品名,17
秋楓,17
經引,17
民信,17
國郵,17
內共,17
殺晒,17
冇行,17
王若,17
佢母,17
響文,17
流淚,17
前建,17
再整,17
上搵,17
嘅肺,17
粵地,17
入後,17
錦江,17
公誕,17
卅五,17
三罷,17
嚟連,17
器中,17
和氣,17
門收,17
用攝,17
士拿,17
害咗,17
安郡,17
叫佛,17
來公,17
力唱,17
老世,17
菜種,17
據主,17
保溫,17
亦降,17
殺令,17
錦輝,17
獻同,17
成極,17
銅陵,17
於陳,17
萬善,17
好慘,17
出九,17
仿傚,17
又從,17
二者,17
越之,17
民數,17
海麗,17
口人,17
辭工,17
面吹,17
各分,17
扣押,17
員上,17
頭無,17
行維,17
道館,17
實彈,17
用已,17
張先,17
先打,17
多油,17
為君,17
步頭,17
要我,17
西屬,17
紅三,17
粉彩,17
錄之,17
啟事,17
方應,17
噉望,17
刺身,17
立春,17
子發,17
以蒸,17
酒牌,17
次唱,17
北杏,17
個根,17
者引,17
畫亦,17
勝同,17
途而,17
粒膥,17
於幾,17
係耳,17
里諾,17
能自,17
權行,17
師去,17
士族,17
ない,17
泳館,17
平下,17
水谷,17
下正,17
應所,17
肉絲,17
助客,17
人透,17
羅江,17
未年,17
年荷,17
同介,17
中讀,17
都唱,17
原村,17
谷出,17
有雷,17
遺作,17
驗票,17
號戰,17
慶州,17
現超,17
好靈,17
學起,17
隆同,17
丁丑,17
西尼,17
以老,17
為環,17
子作,17
由霍,17
賣花,17
理指,17
果洲,17
起以,17
亞堂,17
匕首,17
湖市,17
以官,17
啲根,17
主講,17
於周,17
率提,17
言自,17
如對,17
劃作,17
有疏,17
那加,17
有露,17
市生,17
就難,17
屆特,17
今臺,17
乳牛,17
強心,17
澳灣,17
志之,17
敲門,17
部歌,17
爾森,17
同蓮,17
宣萱,17
賦格,17
過零,17
次播,17
水亦,17
區加,17
到史,17
名區,17
母為,17
津道,17
月受,17
過被,17
泊船,17
變格,17
寫嚟,17
碧玉,17
個監,17
異名,17
年應,17
里高,17
民合,17
郁嗰,17
子連,17
灣重,17
兼好,17
時留,17
喺試,17
工去,17
豆漿,17
富川,17
鳥係,17
市升,17
係壓,17
以江,17
嘅贏,17
地作,17
部已,17
白酒,17
之介,17
嗰排,17
王必,17
一居,17
華之,17
獨角,17
入運,17
者節,17
孔融,17
食白,17
魚仔,17
賣唱,17
末大,17
傳為,17
康一,17
條等,17
克勉,17
海芋,17
華亦,17
到麥,17
咁嚴,17
應特,17
線要,17
一側,17
運發,17
康邨,17
大豐,17
散去,17
朝又,17
同顯,17
然攞,17
同豆,17
泥碼,17
仁出,17
寶牒,17
為榮,17
部州,17
他性,17
佈出,17
色配,17
劃爲,17
碧姬,17
東學,17
評鑑,17
堂或,17
率太,17
女唔,17
行向,17
萬種,17
援同,17
未讀,17
指其,17
章法,17
而復,17
做利,17
龍又,17
年飯,17
派為,17
由先,17
餐時,17
羅常,17
班生,17
喺麻,17
站本,17
開票,17
天監,17
重當,17
油廠,17
花組,17
頭份,17
試分,17
嘅搭,17
月七,17
齊王,17
王文,17
連開,17
個效,17
局所,17
里府,17
後葬,17
藍塘,17
直擊,17
園後,17
高野,17
